period_date,cbsa_code,unemployment_rate
2017-08-01,19300,3.7
2017-07-01,19300,3.6
2017-06-01,19300,3.8
2017-05-01,19300,3.4
2017-04-01,19300,3.6
2017-03-01,19300,4.2
2017-02-01,19300,5.1
2017-01-01,19300,5.3
2016-12-01,19300,4.7
2016-11-01,19300,4.6
2016-10-01,19300,4.9
2016-09-01,19300,4.9
2016-08-01,19300,4.8
2016-07-01,19300,4.7
2016-06-01,19300,4.8
2016-05-01,19300,4.4
2016-04-01,19300,4.5
2016-03-01,19300,5.0
2016-02-01,19300,5.5
2016-01-01,19300,5.7
2015-12-01,19300,5.6
2015-11-01,19300,5.4
2015-10-01,19300,5.4
2015-09-01,19300,5.3
2015-08-01,19300,5.5
2015-07-01,19300,5.5
2015-06-01,19300,5.5
2015-05-01,19300,5.2
2015-04-01,19300,5.0
2015-03-01,19300,5.6
2015-02-01,19300,6.3
2015-01-01,19300,6.5
2025-11-01,19430,4.1
2025-09-01,19430,4.4
2025-08-01,19430,5.3
2025-07-01,19430,5.6
2025-06-01,19430,5.2
2025-05-01,19430,4.9
2025-04-01,19430,5.1
2025-03-01,19430,5.3
2025-02-01,19430,5.4
2025-01-01,19430,5.3
2024-12-01,19430,4.4
2024-11-01,19430,4.3
2024-10-01,19430,4.0
2024-09-01,19430,4.4
2024-08-01,19430,4.5
2024-07-01,19430,4.7
2024-06-01,19430,4.8
2024-05-01,19430,4.1
2024-04-01,19430,3.9
2024-03-01,19430,4.3
2024-02-01,19430,4.4
2024-01-01,19430,4.3
2023-12-01,19430,3.5
2023-11-01,19430,3.5
2023-10-01,19430,3.8
2023-09-01,19430,3.8
2023-08-01,19430,3.9
2023-07-01,19430,3.8
2023-06-01,19430,3.9
2023-05-01,19430,3.4
2023-04-01,19430,3.1
2023-03-01,19430,3.7
2023-02-01,19430,4.0
2023-01-01,19430,4.1
2022-12-01,19430,3.5
2022-11-01,19430,3.5
2022-10-01,19430,3.8
2022-09-01,19430,3.9
2022-08-01,19430,4.2
2022-07-01,19430,4.2
2022-06-01,19430,4.3
2022-05-01,19430,3.5
2022-04-01,19430,3.5
2022-03-01,19430,3.8
2022-02-01,19430,4.1
2022-01-01,19430,4.4
2021-12-01,19430,3.3
2021-11-01,19430,3.6
2021-10-01,19430,4.0
2021-09-01,19430,4.5
2021-08-01,19430,4.9
2021-07-01,19430,5.5
2021-06-01,19430,6.1
2021-05-01,19430,5.5
2021-04-01,19430,5.9
2021-03-01,19430,6.4
2021-02-01,19430,6.7
2021-01-01,19430,6.9
2020-12-01,19430,5.7
2020-11-01,19430,5.5
2020-10-01,19430,6.1
2020-09-01,19430,7.5
2020-08-01,19430,7.9
2020-07-01,19430,9.9
2020-06-01,19430,11.1
2020-05-01,19430,13.3
2020-04-01,19430,14.9
2020-03-01,19430,4.9
2020-02-01,19430,4.2
2020-01-01,19430,4.6
2019-12-01,19430,3.8
2019-11-01,19430,3.7
2019-10-01,19430,4.0
2019-09-01,19430,4.0
2019-08-01,19430,4.2
2019-07-01,19430,4.4
2019-06-01,19430,4.3
2019-05-01,19430,3.6
2019-04-01,19430,3.4
2019-03-01,19430,3.9
2019-02-01,19430,4.3
2019-01-01,19430,4.8
2018-12-01,19430,4.3
2018-11-01,19430,3.9
2018-10-01,19430,4.1
2018-09-01,19430,4.1
2018-08-01,19430,4.2
2018-07-01,19430,4.5
2018-06-01,19430,4.8
2018-05-01,19430,4.0
2018-04-01,19430,4.1
2018-03-01,19430,4.3
2018-02-01,19430,4.6
2018-01-01,19430,4.8
2017-12-01,19430,4.2
2017-11-01,19430,4.1
2017-10-01,19430,4.2
2017-09-01,19430,4.4
2017-08-01,19430,4.7
2017-07-01,19430,4.8
2017-06-01,19430,5.0
2017-05-01,19430,4.4
2017-04-01,19430,4.2
2017-03-01,19430,4.6
2017-02-01,19430,5.2
2017-01-01,19430,5.6
2016-12-01,19430,4.7
2016-11-01,19430,4.4
2016-10-01,19430,4.7
2016-09-01,19430,4.9
2016-08-01,19430,4.7
2016-07-01,19430,4.7
2016-06-01,19430,4.8
2016-05-01,19430,4.3
2016-04-01,19430,4.4
2016-03-01,19430,4.9
2016-02-01,19430,5.0
2016-01-01,19430,5.3
2015-12-01,19430,4.6
2015-11-01,19430,4.6
2015-10-01,19430,4.4
2015-09-01,19430,4.5
2015-08-01,19430,4.4
2015-07-01,19430,4.9
2015-06-01,19430,5.0
2015-05-01,19430,4.7
2015-04-01,19430,4.5
2015-03-01,19430,5.1
2015-02-01,19430,5.4
2015-01-01,19430,6.0
2025-11-01,19460,2.2
2025-09-01,19460,2.5
2025-08-01,19460,2.2
2025-07-01,19460,2.4
2025-06-01,19460,2.5
2025-05-01,19460,2.3
2025-04-01,19460,2.3
2025-03-01,19460,2.9
2025-02-01,19460,2.9
2025-01-01,19460,2.9
2024-12-01,19460,2.7
2024-11-01,19460,2.8
2024-10-01,19460,2.8
2024-09-01,19460,2.7
2024-08-01,19460,3.0
2024-07-01,19460,2.9
2024-06-01,19460,2.8
2024-05-01,19460,2.0
2024-04-01,19460,2.0
2024-03-01,19460,2.4
2024-02-01,19460,2.7
2024-01-01,19460,2.6
2023-12-01,19460,2.1
2023-11-01,19460,2.0
2023-10-01,19460,2.1
2023-09-01,19460,2.2
2023-08-01,19460,2.4
2023-07-01,19460,2.2
2023-06-01,19460,2.3
2023-05-01,19460,1.7
2023-04-01,19460,1.5
2023-03-01,19460,1.8
2023-02-01,19460,2.2
2023-01-01,19460,2.2
2022-12-01,19460,1.6
2022-11-01,19460,1.8
2022-10-01,19460,2.0
2022-09-01,19460,2.0
2022-08-01,19460,2.5
2022-07-01,19460,2.5
2022-06-01,19460,2.7
2022-05-01,19460,1.9
2022-04-01,19460,1.8
2022-03-01,19460,2.1
2022-02-01,19460,2.4
2022-01-01,19460,2.6
2021-12-01,19460,1.9
2021-11-01,19460,2.0
2021-10-01,19460,2.1
2021-09-01,19460,2.4
2021-08-01,19460,2.8
2021-07-01,19460,2.9
2021-06-01,19460,3.3
2021-05-01,19460,2.5
2021-04-01,19460,2.6
2021-03-01,19460,2.9
2021-02-01,19460,3.2
2021-01-01,19460,3.6
2020-12-01,19460,3.3
2020-11-01,19460,3.5
2020-10-01,19460,3.6
2020-09-01,19460,4.5
2020-08-01,19460,4.9
2020-07-01,19460,6.2
2020-06-01,19460,7.0
2020-05-01,19460,8.3
2020-04-01,19460,10.8
2020-03-01,19460,3.3
2020-02-01,19460,3.0
2020-01-01,19460,3.3
2019-12-01,19460,2.6
2019-11-01,19460,2.6
2019-10-01,19460,2.6
2019-09-01,19460,2.5
2019-08-01,19460,3.0
2019-07-01,19460,3.1
2019-06-01,19460,3.2
2019-05-01,19460,2.5
2019-04-01,19460,2.6
2019-03-01,19460,3.2
2019-02-01,19460,3.5
2019-01-01,19460,4.0
2018-12-01,19460,3.3
2018-11-01,19460,3.2
2018-10-01,19460,3.4
2018-09-01,19460,3.5
2018-08-01,19460,3.8
2018-07-01,19460,3.9
2018-06-01,19460,4.3
2018-05-01,19460,3.4
2018-04-01,19460,3.4
2018-03-01,19460,3.9
2018-02-01,19460,4.3
2018-01-01,19460,4.4
2017-12-01,19460,3.7
2017-11-01,19460,3.7
2017-10-01,19460,3.8
2017-09-01,19460,3.9
2017-08-01,19460,4.4
2017-07-01,19460,4.5
2017-06-01,19460,4.8
2017-05-01,19460,4.1
2017-04-01,19460,4.3
2017-03-01,19460,4.9
2017-02-01,19460,5.7
2017-01-01,19460,5.9
2016-12-01,19460,5.3
2016-11-01,19460,5.3
2016-10-01,19460,5.8
2016-09-01,19460,5.9
2016-08-01,19460,5.9
2016-07-01,19460,6.0
2016-06-01,19460,6.2
2016-05-01,19460,5.5
2016-04-01,19460,5.6
2016-03-01,19460,6.1
2016-02-01,19460,6.4
2016-01-01,19460,6.5
2015-12-01,19460,5.9
2015-11-01,19460,5.9
2015-10-01,19460,6.0
2015-09-01,19460,6.1
2015-08-01,19460,6.3
2015-07-01,19460,6.6
2015-06-01,19460,6.5
2015-05-01,19460,6.1
2015-04-01,19460,5.8
2015-03-01,19460,6.2
2015-02-01,19460,6.7
2015-01-01,19460,6.9
2025-11-01,19500,6.0
2025-09-01,19500,5.9
2025-08-01,19500,6.1
2025-07-01,19500,5.9
2025-06-01,19500,5.1
2025-05-01,19500,5.0
2025-04-01,19500,4.8
2025-03-01,19500,5.4
2025-02-01,19500,5.9
2025-01-01,19500,6.0
2024-12-01,19500,5.2
2024-11-01,19500,5.2
2024-10-01,19500,5.2
2024-09-01,19500,5.4
2024-08-01,19500,5.9
2024-07-01,19500,6.6
2024-06-01,19500,6.3
2024-05-01,19500,5.5
2024-04-01,19500,5.5
2024-03-01,19500,6.2
2024-02-01,19500,6.4
2024-01-01,19500,6.7
2023-12-01,19500,6.0
2023-11-01,19500,5.5
2023-10-01,19500,5.9
2023-09-01,19500,6.2
2023-08-01,19500,6.6
2023-07-01,19500,6.6
2023-06-01,19500,6.2
2023-05-01,19500,5.7
2023-04-01,19500,5.5
2023-03-01,19500,6.4
2023-02-01,19500,6.0
2023-01-01,19500,6.0
2022-12-01,19500,5.0
2022-11-01,19500,5.1
2022-10-01,19500,5.1
2022-09-01,19500,5.1
2022-08-01,19500,5.6
2022-07-01,19500,5.8
2022-06-01,19500,5.8
2022-05-01,19500,5.5
2022-04-01,19500,5.9
2022-03-01,19500,6.3
2022-02-01,19500,6.6
2022-01-01,19500,7.2
2021-12-01,19500,6.1
2021-11-01,19500,6.2
2021-10-01,19500,6.5
2021-09-01,19500,6.9
2021-08-01,19500,7.8
2021-07-01,19500,8.0
2021-06-01,19500,8.4
2021-05-01,19500,7.4
2021-04-01,19500,8.0
2021-03-01,19500,8.9
2021-02-01,19500,8.9
2021-01-01,19500,9.7
2020-12-01,19500,9.5
2020-11-01,19500,8.9
2020-10-01,19500,8.6
2020-09-01,19500,10.2
2020-08-01,19500,10.6
2020-07-01,19500,13.0
2020-06-01,19500,13.3
2020-05-01,19500,14.0
2020-04-01,19500,15.4
2020-03-01,19500,5.4
2020-02-01,19500,4.4
2020-01-01,19500,4.8
2019-12-01,19500,4.6
2019-11-01,19500,4.3
2019-10-01,19500,4.5
2019-09-01,19500,4.8
2019-08-01,19500,5.1
2019-07-01,19500,5.3
2019-06-01,19500,5.0
2019-05-01,19500,4.3
2019-04-01,19500,5.0
2019-03-01,19500,6.0
2019-02-01,19500,6.2
2019-01-01,19500,7.0
2018-12-01,19500,6.2
2018-11-01,19500,5.4
2018-10-01,19500,5.5
2018-09-01,19500,5.3
2018-08-01,19500,5.9
2018-07-01,19500,6.1
2018-06-01,19500,6.2
2018-05-01,19500,5.1
2018-04-01,19500,5.2
2018-03-01,19500,5.9
2018-02-01,19500,5.7
2018-01-01,19500,5.9
2017-12-01,19500,5.4
2017-11-01,19500,5.1
2017-10-01,19500,4.9
2017-09-01,19500,5.1
2017-08-01,19500,5.7
2017-07-01,19500,5.7
2017-06-01,19500,5.7
2017-05-01,19500,5.0
2017-04-01,19500,5.1
2017-03-01,19500,5.8
2017-02-01,19500,6.3
2017-01-01,19500,7.0
2016-12-01,19500,6.3
2016-11-01,19500,5.9
2016-10-01,19500,6.0
2016-09-01,19500,6.5
2016-08-01,19500,6.6
2016-07-01,19500,6.7
2016-06-01,19500,6.6
2016-05-01,19500,6.1
2016-04-01,19500,6.6
2016-03-01,19500,7.2
2016-02-01,19500,7.2
2016-01-01,19500,7.7
2015-12-01,19500,7.0
2015-11-01,19500,6.9
2015-10-01,19500,6.8
2015-09-01,19500,6.7
2015-08-01,19500,7.1
2015-07-01,19500,7.6
2015-06-01,19500,6.9
2015-05-01,19500,6.4
2015-04-01,19500,6.1
2015-03-01,19500,6.8
2015-02-01,19500,7.1
2015-01-01,19500,7.7
2025-11-01,19660,5.8
2025-09-01,19660,5.0
2025-08-01,19660,5.1
2025-07-01,19660,4.7
2025-06-01,19660,4.6
2025-05-01,19660,4.0
2025-04-01,19660,4.0
2025-03-01,19660,4.0
2025-02-01,19660,4.3
2025-01-01,19660,4.4
2024-12-01,19660,3.7
2024-11-01,19660,4.1
2024-10-01,19660,4.0
2024-09-01,19660,4.1
2024-08-01,19660,4.3
2024-07-01,19660,4.4
2024-06-01,19660,4.1
2024-05-01,19660,3.6
2024-04-01,19660,3.3
2024-03-01,19660,3.5
2024-02-01,19660,3.6
2024-01-01,19660,3.8
2023-12-01,19660,3.4
2023-11-01,19660,3.6
2023-10-01,19660,3.7
2023-09-01,19660,3.7
2023-08-01,19660,3.8
2023-07-01,19660,3.6
2023-06-01,19660,3.6
2023-05-01,19660,3.2
2023-04-01,19660,2.8
2023-03-01,19660,3.2
2023-02-01,19660,3.2
2023-01-01,19660,3.4
2022-12-01,19660,2.9
2022-11-01,19660,3.3
2022-10-01,19660,3.4
2022-09-01,19660,3.2
2022-08-01,19660,3.4
2022-07-01,19660,3.4
2022-06-01,19660,3.6
2022-05-01,19660,3.1
2022-04-01,19660,3.1
2022-03-01,19660,3.3
2022-02-01,19660,3.7
2022-01-01,19660,4.2
2021-12-01,19660,3.5
2021-11-01,19660,4.1
2021-10-01,19660,4.2
2021-09-01,19660,4.5
2021-08-01,19660,4.9
2021-07-01,19660,5.2
2021-06-01,19660,5.5
2021-05-01,19660,4.9
2021-04-01,19660,5.0
2021-03-01,19660,5.2
2021-02-01,19660,5.4
2021-01-01,19660,5.9
2020-12-01,19660,5.9
2020-11-01,19660,6.2
2020-10-01,19660,6.5
2020-09-01,19660,7.7
2020-08-01,19660,8.1
2020-07-01,19660,11.6
2020-06-01,19660,11.1
2020-05-01,19660,14.2
2020-04-01,19660,14.2
2020-03-01,19660,4.9
2020-02-01,19660,3.2
2020-01-01,19660,3.6
2019-12-01,19660,3.2
2019-11-01,19660,3.4
2019-10-01,19660,3.5
2019-09-01,19660,3.5
2019-08-01,19660,3.8
2019-07-01,19660,3.9
2019-06-01,19660,3.9
2019-05-01,19660,3.5
2019-04-01,19660,3.3
2019-03-01,19660,3.6
2019-02-01,19660,3.7
2019-01-01,19660,4.2
2018-12-01,19660,3.7
2018-11-01,19660,3.7
2018-10-01,19660,3.8
2018-09-01,19660,3.8
2018-08-01,19660,4.0
2018-07-01,19660,4.1
2018-06-01,19660,4.2
2018-05-01,19660,3.7
2018-04-01,19660,3.7
2018-03-01,19660,4.0
2018-02-01,19660,4.1
2018-01-01,19660,4.5
2017-12-01,19660,4.1
2017-11-01,19660,4.4
2017-10-01,19660,4.4
2017-09-01,19660,4.5
2017-08-01,19660,4.8
2017-07-01,19660,4.8
2017-06-01,19660,4.7
2017-05-01,19660,4.4
2017-04-01,19660,4.4
2017-03-01,19660,4.6
2017-02-01,19660,4.9
2017-01-01,19660,5.4
2016-12-01,19660,4.9
2016-11-01,19660,5.2
2016-10-01,19660,5.3
2016-09-01,19660,5.4
2016-08-01,19660,5.4
2016-07-01,19660,5.5
2016-06-01,19660,5.4
2016-05-01,19660,4.9
2016-04-01,19660,5.0
2016-03-01,19660,5.2
2016-02-01,19660,5.2
2016-01-01,19660,5.6
2015-12-01,19660,5.3
2015-11-01,19660,5.6
2015-10-01,19660,5.7
2015-09-01,19660,5.7
2015-08-01,19660,6.0
2015-07-01,19660,6.2
2015-06-01,19660,6.2
2015-05-01,19660,6.1
2015-04-01,19660,5.8
2015-03-01,19660,6.0
2015-02-01,19660,6.3
2015-01-01,19660,6.8
2025-11-01,19740,3.6
2025-09-01,19740,3.9
2025-08-01,19740,3.7
2025-07-01,19740,3.9
2025-06-01,19740,4.4
2025-05-01,19740,4.5
2025-04-01,19740,4.6
2025-03-01,19740,4.6
2025-02-01,19740,5.2
2025-01-01,19740,4.9
2024-12-01,19740,4.6
2024-11-01,19740,4.6
2024-10-01,19740,4.4
2024-09-01,19740,4.2
2024-08-01,19740,4.5
2024-07-01,19740,4.5
2024-06-01,19740,4.3
2024-05-01,19740,3.9
2024-04-01,19740,3.7
2024-03-01,19740,3.7
2024-02-01,19740,4.2
2024-01-01,19740,4.1
2023-12-01,19740,3.7
2023-11-01,19740,3.4
2023-10-01,19740,3.4
2023-09-01,19740,3.3
2023-08-01,19740,3.5
2023-07-01,19740,3.3
2023-06-01,19740,3.5
2023-05-01,19740,3.0
2023-04-01,19740,2.6
2023-03-01,19740,2.9
2023-02-01,19740,3.3
2023-01-01,19740,3.0
2022-12-01,19740,2.6
2022-11-01,19740,2.8
2022-10-01,19740,2.7
2022-09-01,19740,2.6
2022-08-01,19740,2.8
2022-07-01,19740,2.9
2022-06-01,19740,2.8
2022-05-01,19740,2.7
2022-04-01,19740,2.8
2022-03-01,19740,3.3
2022-02-01,19740,3.8
2022-01-01,19740,4.1
2021-12-01,19740,3.8
2021-11-01,19740,4.1
2021-10-01,19740,4.7
2021-09-01,19740,4.8
2021-08-01,19740,5.3
2021-07-01,19740,5.8
2021-06-01,19740,6.2
2021-05-01,19740,5.8
2021-04-01,19740,6.1
2021-03-01,19740,6.2
2021-02-01,19740,6.3
2021-01-01,19740,6.6
2020-12-01,19740,6.5
2020-11-01,19740,6.3
2020-10-01,19740,6.2
2020-09-01,19740,6.6
2020-08-01,19740,6.4
2020-07-01,19740,7.2
2020-06-01,19740,11.6
2020-05-01,19740,12.2
2020-04-01,19740,10.9
2020-03-01,19740,3.7
2020-02-01,19740,3.1
2020-01-01,19740,2.9
2019-12-01,19740,2.4
2019-11-01,19740,2.4
2019-10-01,19740,2.4
2019-09-01,19740,2.3
2019-08-01,19740,2.5
2019-07-01,19740,2.5
2019-06-01,19740,2.6
2019-05-01,19740,2.3
2019-04-01,19740,2.3
2019-03-01,19740,2.7
2019-02-01,19740,2.9
2019-01-01,19740,3.1
2018-12-01,19740,2.8
2018-11-01,19740,2.8
2018-10-01,19740,2.8
2018-09-01,19740,2.8
2018-08-01,19740,3.0
2018-07-01,19740,3.2
2018-06-01,19740,3.1
2018-05-01,19740,2.6
2018-04-01,19740,2.7
2018-03-01,19740,2.8
2018-02-01,19740,3.1
2018-01-01,19740,2.9
2017-12-01,19740,2.6
2017-11-01,19740,2.6
2017-10-01,19740,2.5
2017-09-01,19740,2.5
2017-08-01,19740,2.6
2017-07-01,19740,2.6
2017-06-01,19740,2.5
2017-05-01,19740,2.2
2017-04-01,19740,2.1
2017-03-01,19740,2.2
2017-02-01,19740,2.7
2017-01-01,19740,2.8
2016-12-01,19740,2.4
2016-11-01,19740,2.4
2016-10-01,19740,2.6
2016-09-01,19740,2.7
2016-08-01,19740,2.9
2016-07-01,19740,3.1
2016-06-01,19740,3.2
2016-05-01,19740,2.8
2016-04-01,19740,3.0
2016-03-01,19740,3.2
2016-02-01,19740,3.4
2016-01-01,19740,3.2
2015-12-01,19740,3.0
2015-11-01,19740,3.0
2015-10-01,19740,3.0
2015-09-01,19740,3.0
2015-08-01,19740,3.2
2015-07-01,19740,3.5
2015-06-01,19740,3.7
2015-05-01,19740,3.7
2015-04-01,19740,3.7
2015-03-01,19740,4.1
2015-02-01,19740,4.3
2015-01-01,19740,4.3
2025-11-01,19780,3.2
2025-09-01,19780,3.2
2025-08-01,19780,4.2
2025-07-01,19780,4.1
2025-06-01,19780,3.8
2025-05-01,19780,3.6
2025-04-01,19780,3.2
2025-03-01,19780,3.7
2025-02-01,19780,3.7
2025-01-01,19780,3.9
2024-12-01,19780,3.0
2024-11-01,19780,3.2
2024-10-01,19780,3.1
2024-09-01,19780,2.9
2024-08-01,19780,3.5
2024-07-01,19780,3.4
2024-06-01,19780,3.1
2024-05-01,19780,2.6
2024-04-01,19780,2.1
2024-03-01,19780,2.7
2024-02-01,19780,2.9
2024-01-01,19780,3.3
2023-12-01,19780,2.4
2023-11-01,19780,2.5
2023-10-01,19780,2.8
2023-09-01,19780,2.6
2023-08-01,19780,2.9
2023-07-01,19780,2.9
2023-06-01,19780,2.8
2023-05-01,19780,2.6
2023-04-01,19780,2.1
2023-03-01,19780,3.0
2023-02-01,19780,3.0
2023-01-01,19780,3.4
2022-12-01,19780,2.7
2022-11-01,19780,2.6
2022-10-01,19780,2.6
2022-09-01,19780,2.4
2022-08-01,19780,3.0
2022-07-01,19780,2.9
2022-06-01,19780,2.7
2022-05-01,19780,2.3
2022-04-01,19780,1.9
2022-03-01,19780,2.7
2022-02-01,19780,2.9
2022-01-01,19780,3.5
2021-12-01,19780,2.5
2021-11-01,19780,2.6
2021-10-01,19780,2.8
2021-09-01,19780,3.0
2021-08-01,19780,3.7
2021-07-01,19780,4.0
2021-06-01,19780,4.6
2021-05-01,19780,4.2
2021-04-01,19780,4.0
2021-03-01,19780,4.3
2021-02-01,19780,4.7
2021-01-01,19780,5.1
2020-12-01,19780,4.2
2020-11-01,19780,3.8
2020-10-01,19780,3.6
2020-09-01,19780,4.4
2020-08-01,19780,5.0
2020-07-01,19780,6.2
2020-06-01,19780,7.5
2020-05-01,19780,9.0
2020-04-01,19780,11.4
2020-03-01,19780,3.2
2020-02-01,19780,2.7
2020-01-01,19780,3.1
2019-12-01,19780,2.4
2019-11-01,19780,2.2
2019-10-01,19780,2.2
2019-09-01,19780,2.1
2019-08-01,19780,2.6
2019-07-01,19780,2.8
2019-06-01,19780,2.7
2019-05-01,19780,2.4
2019-04-01,19780,2.3
2019-03-01,19780,3.1
2019-02-01,19780,2.9
2019-01-01,19780,3.4
2018-12-01,19780,2.5
2018-11-01,19780,2.0
2018-10-01,19780,2.0
2018-09-01,19780,2.0
2018-08-01,19780,2.3
2018-07-01,19780,2.5
2018-06-01,19780,2.5
2018-05-01,19780,2.1
2018-04-01,19780,2.2
2018-03-01,19780,2.8
2018-02-01,19780,3.0
2018-01-01,19780,3.4
2017-12-01,19780,2.5
2017-11-01,19780,2.4
2017-10-01,19780,2.2
2017-09-01,19780,2.5
2017-08-01,19780,2.9
2017-07-01,19780,3.0
2017-06-01,19780,3.0
2017-05-01,19780,2.8
2017-04-01,19780,2.6
2017-03-01,19780,3.1
2017-02-01,19780,3.4
2017-01-01,19780,3.9
2016-12-01,19780,3.0
2016-11-01,19780,2.7
2016-10-01,19780,2.9
2016-09-01,19780,3.1
2016-08-01,19780,3.4
2016-07-01,19780,3.5
2016-06-01,19780,3.5
2016-05-01,19780,3.1
2016-04-01,19780,3.0
2016-03-01,19780,3.5
2016-02-01,19780,3.7
2016-01-01,19780,4.0
2015-12-01,19780,3.4
2015-11-01,19780,3.1
2015-10-01,19780,3.1
2015-09-01,19780,3.2
2015-08-01,19780,3.3
2015-07-01,19780,3.6
2015-06-01,19780,3.5
2015-05-01,19780,3.5
2015-04-01,19780,3.3
2015-03-01,19780,4.0
2015-02-01,19780,4.1
2015-01-01,19780,4.7
2025-11-01,19820,5.1
2025-09-01,19820,4.8
2025-08-01,19820,4.3
2025-07-01,19820,5.7
2025-06-01,19820,4.5
2025-05-01,19820,4.6
2025-04-01,19820,3.7
2025-03-01,19820,5.3
2025-02-01,19820,5.5
2025-01-01,19820,5.6
2024-12-01,19820,4.7
2024-11-01,19820,5.0
2024-10-01,19820,5.1
2024-09-01,19820,4.6
2024-08-01,19820,4.6
2024-07-01,19820,5.7
2024-06-01,19820,4.9
2024-05-01,19820,4.1
2024-04-01,19820,3.5
2024-03-01,19820,3.9
2024-02-01,19820,4.0
2024-01-01,19820,4.0
2023-12-01,19820,3.3
2023-11-01,19820,3.4
2023-10-01,19820,4.0
2023-09-01,19820,3.9
2023-08-01,19820,4.0
2023-07-01,19820,4.1
2023-06-01,19820,3.8
2023-05-01,19820,3.4
2023-04-01,19820,2.4
2023-03-01,19820,3.2
2023-02-01,19820,3.7
2023-01-01,19820,4.1
2022-12-01,19820,3.2
2022-11-01,19820,3.2
2022-10-01,19820,3.5
2022-09-01,19820,3.5
2022-08-01,19820,3.6
2022-07-01,19820,3.7
2022-06-01,19820,4.0
2022-05-01,19820,3.9
2022-04-01,19820,3.6
2022-03-01,19820,4.2
2022-02-01,19820,4.8
2022-01-01,19820,5.0
2021-12-01,19820,4.1
2021-11-01,19820,4.2
2021-10-01,19820,5.0
2021-09-01,19820,5.6
2021-08-01,19820,6.3
2021-07-01,19820,7.3
2021-06-01,19820,7.2
2021-05-01,19820,6.4
2021-04-01,19820,6.2
2021-03-01,19820,6.7
2021-02-01,19820,6.8
2021-01-01,19820,7.3
2020-12-01,19820,7.9
2020-11-01,19820,7.9
2020-10-01,19820,8.6
2020-09-01,19820,10.6
2020-08-01,19820,11.6
2020-07-01,19820,15.5
2020-06-01,19820,17.9
2020-05-01,19820,23.9
2020-04-01,19820,23.3
2020-03-01,19820,4.6
2020-02-01,19820,3.7
2020-01-01,19820,4.3
2019-12-01,19820,3.6
2019-11-01,19820,3.5
2019-10-01,19820,3.6
2019-09-01,19820,4.0
2019-08-01,19820,4.5
2019-07-01,19820,5.0
2019-06-01,19820,4.5
2019-05-01,19820,4.1
2019-04-01,19820,3.8
2019-03-01,19820,4.7
2019-02-01,19820,4.5
2019-01-01,19820,4.9
2018-12-01,19820,4.2
2018-11-01,19820,3.9
2018-10-01,19820,4.3
2018-09-01,19820,4.1
2018-08-01,19820,4.2
2018-07-01,19820,4.9
2018-06-01,19820,4.4
2018-05-01,19820,3.8
2018-04-01,19820,3.8
2018-03-01,19820,4.5
2018-02-01,19820,4.8
2018-01-01,19820,4.9
2017-12-01,19820,4.5
2017-11-01,19820,4.2
2017-10-01,19820,4.5
2017-09-01,19820,4.8
2017-08-01,19820,4.8
2017-07-01,19820,4.9
2017-06-01,19820,4.0
2017-05-01,19820,3.6
2017-04-01,19820,3.6
2017-03-01,19820,4.6
2017-02-01,19820,5.2
2017-01-01,19820,5.7
2016-12-01,19820,4.6
2016-11-01,19820,5.0
2016-10-01,19820,5.3
2016-09-01,19820,5.3
2016-08-01,19820,5.6
2016-07-01,19820,6.0
2016-06-01,19820,5.6
2016-05-01,19820,4.9
2016-04-01,19820,4.8
2016-03-01,19820,5.5
2016-02-01,19820,5.4
2016-01-01,19820,5.4
2015-12-01,19820,4.8
2015-11-01,19820,4.8
2015-10-01,19820,5.5
2015-09-01,19820,5.4
2015-08-01,19820,5.8
2015-07-01,19820,6.6
2015-06-01,19820,6.2
2015-05-01,19820,6.4
2015-04-01,19820,5.5
2015-03-01,19820,6.2
2015-02-01,19820,6.4
2015-01-01,19820,7.1
2025-11-01,20020,2.7
2025-09-01,20020,2.9
2025-08-01,20020,2.6
2025-07-01,20020,2.8
2025-06-01,20020,3.0
2025-05-01,20020,2.7
2025-04-01,20020,2.7
2025-03-01,20020,3.4
2025-02-01,20020,3.4
2025-01-01,20020,3.5
2024-12-01,20020,3.3
2024-11-01,20020,3.3
2024-10-01,20020,3.3
2024-09-01,20020,3.2
2024-08-01,20020,3.5
2024-07-01,20020,3.3
2024-06-01,20020,3.2
2024-05-01,20020,2.4
2024-04-01,20020,2.3
2024-03-01,20020,2.8
2024-02-01,20020,3.3
2024-01-01,20020,3.3
2023-12-01,20020,2.6
2023-11-01,20020,2.5
2023-10-01,20020,2.6
2023-09-01,20020,2.6
2023-08-01,20020,2.8
2023-07-01,20020,2.6
2023-06-01,20020,2.7
2023-05-01,20020,2.0
2023-04-01,20020,1.8
2023-03-01,20020,2.1
2023-02-01,20020,2.5
2023-01-01,20020,2.7
2022-12-01,20020,2.0
2022-11-01,20020,2.1
2022-10-01,20020,2.3
2022-09-01,20020,2.3
2022-08-01,20020,2.8
2022-07-01,20020,2.8
2022-06-01,20020,3.0
2022-05-01,20020,2.1
2022-04-01,20020,2.0
2022-03-01,20020,2.3
2022-02-01,20020,2.8
2022-01-01,20020,3.0
2021-12-01,20020,2.2
2021-11-01,20020,2.3
2021-10-01,20020,2.5
2021-09-01,20020,2.7
2021-08-01,20020,3.4
2021-07-01,20020,3.5
2021-06-01,20020,3.8
2021-05-01,20020,2.9
2021-04-01,20020,3.1
2021-03-01,20020,3.4
